id,word_id,word,language,definition,read_aloud
0199dd58-d5eb-709b-e4a4-88bb102072d9,0199279b-c38c-7073-e831-3ea2714f3a34,politely,ko,공손하게,공손하게.
0199dd58-d6c4-7050-7661-836d97ad9d0a,0199279b-5466-70cf-4903-34fc4f96034e,instinct,ko,본능,본능.
0199dd58-d795-706c-4f45-706090b2c8d5,0199277f-35af-70dd-dbb0-e2591974f673,est,ko,미 동부 표준시(Eastern Standard Time) / 최상급 접미사(-est),미 동부 표준시. 최상급 접미사.
0199dd58-d841-70a2-178d-7cc770d9ed1a,0199279c-7004-70e8-e4bd-06e4654f5bdc,weakened,ko,약해진 / 쇠약해진,약해진. 쇠약해진.
0199dd58-d914-70f2-ebc2-09e9717c1701,0199279c-9693-70ef-611a-5e8a9653dc52,architect,ko,건축가 / 설계자,건축가. 설계자.
0199dd58-d9ca-70b4-96d1-563819d4d8c0,0199279b-95b3-7075-2f8f-3c7ec55f8a99,nineteen,ko,(수사) 19,십구.
0199dd59-027a-70ab-7133-acc5d7e1e2c9,01992796-1b0c-7024-5128-d6b50a14441a,navy,ko,해군 / 짙은 남색,해군. 짙은 남색.
0199dd59-0377-700b-7427-6481593d2400,0199277f-ee94-7053-c6e5-291f1e3bcd52,brat,ko,(비격식) 버릇없는 아이,버릇없는 아이.
0199dd59-044a-70c3-99b4-bb897edacb6a,01992780-4079-7090-1de2-15c4959f5beb,deed,ko,행위 / 문서(특히 부동산 증서),행위. 문서.
0199dd59-04e8-7064-9eec-c103ccf259e6,01992796-0f02-702a-3fbe-fbab6600cf09,lane,ko,차선 / 골목길,차선. 골목길.
0199dd59-0587-70ba-9eeb-bef692f823c6,01992797-5245-700a-4127-0294dd9657f3,cloudy,ko,흐린 / 탁한,흐린. 탁한.
0199dd59-0663-70a5-1783-49e7a68ac125,01992796-4642-702a-14e7-47af98eac932,adobe,ko,아도비 벽돌(진흙벽돌),아도비 벽돌.
0199dd59-07a9-70c1-9ed6-5526c15463f0,019927a2-d240-70d2-39a7-97003c2c2844,localization,ko,현지화 / 지역화,현지화. 지역화.
0199dd59-087a-7033-9240-8dff54a6466c,019927a2-ac06-7016-7c29-5a4650c0cfce,governmental,ko,정부의 / 행정의,정부의. 행정의.
0199dd59-0935-703c-cc48-064753c7ee4e,019927a0-1316-7028-7bed-312e551e9aa7,revelation,ko,폭로 / 계시,폭로. 계시.
0199dd59-0a26-7058-bca8-115ea624c260,0199279c-22c5-7038-6e7c-2544e7b5d409,squirrel,ko,다람쥐,다람쥐.
0199dd59-0b1f-7038-e0b8-f8b08aa391ec,0199279b-855d-708e-e2c1-1f5a64e85d1a,modeling,ko,모델 일 / 모델링 (英: modelling),모델 일. 모델링.
0199dd59-0beb-70e0-603f-1ccdb00a2493,019927a2-4314-7059-a11b-a5e69020ee49,voluntarily,ko,자발적으로,자발적으로.
0199dd59-0c9b-706d-71f1-631a5c80698f,0199279f-e325-7076-b93c-ff4b7a831f12,polynomial,ko,다항식,다항식.
0199dd59-0d40-70ed-0f84-677b2f7cdee3,0199279b-9b4c-7070-287a-ea25fd818f49,obsolete,ko,구식의 / 더 이상 쓰이지 않는,구식의. 더 이상 쓰이지 않는.
0199dd59-0df0-70df-9a68-38e3c636bc0c,01992796-3a72-709b-c715-14268219f686,trek,ko,긴 여행 / 도보 여행하다,긴 여행. 도보 여행하다.
0199dd59-0f05-7083-0385-924abdd2e609,01992798-486d-70de-4eed-b5c3b029bc31,topped,ko,덮인 / ~보다 높은,덮인. 무엇무엇 보다 높은.
0199dd59-0fe1-70a6-9d1e-bf60a4157d32,0199279e-eae6-7035-8706-8899642baddd,competitor,ko,경쟁자,경쟁자.
0199dd59-109f-70fb-1d9e-c2ee63258e59,0199279f-6723-70db-dab2-ed8bf00f7b3c,impatience,ko,조급함,조급함.
0199dd59-116b-70a3-ebad-a326d7c2440e,01992797-d5e6-70ae-5085-a9bfbf824bf0,minded,ko,~한 성향의,무엇무엇한 성향의.
0199dd59-11fb-70d4-b50d-248c51f3cc22,01992797-beb5-7016-be74-0ad81afb980a,lessen,ko,줄이다 / 감소시키다,줄이다. 감소시키다.
0199dd59-129d-703b-c528-7cf249981cc3,0199279a-366e-70d8-ddc8-554f8bce648a,vaginal,ko,질의(질과 관련된),질의.
0199dd59-1345-70ab-7f7c-f03d612ec551,01992798-f4f8-70a1-991b-be62b45db678,dryness,ko,건조함,건조함.
0199dd59-140a-70c9-a9f3-c501b58783fb,01992796-5aa4-7046-1cba-4d56c6dd016d,bruce,ko,(고유남자 이름) 브루스,브루스.
0199dd59-14c7-70dd-dfc3-34b904e777a0,01992797-64a3-70e0-1be8-375c28b40c23,denial,ko,부인 / 거부,부인. 거부.
0199dd59-15ac-7022-9eb2-9e0332f5331e,0199279f-7b4c-70af-145a-838201807df0,irrelevant,ko,관련 없는,관련 없는.
0199dd59-1653-705a-3708-806990943448,019927a2-9317-70ff-bfbe-7a27573d2f33,economically,ko,경제적으로,경제적으로.
0199dd59-174b-70e9-cf53-3306837ff137,0199277f-6e4c-704a-6a33-c338ce5f7014,pan,ko,냄비 / 팬,냄비. 팬.
0199dd59-180b-705e-5eba-8b8a0fb14549,019927a0-6d58-7091-3d81-ce8325308403,unemployed,ko,실직한,실직한.
0199dd59-18c5-70af-02fd-eca5755b67f1,0199279d-3e48-7011-835e-4c630b102db2,firstborn,ko,첫째 아이,첫째 아이.
0199dd59-199c-70a0-91f5-17949f5efdd5,019927a1-823c-70bf-257d-018fca44f705,overwrought,ko,몹시 긴장한 / 흥분한,몹시 긴장한. 흥분한.
0199dd59-1a41-7018-a5ef-bde541962b17,01992797-5926-70aa-1159-889f81aad011,crappy,ko,(비격식) 형편없는,형편없는.
0199dd59-1b1a-7087-50fd-ff062091769a,0199277f-cd9d-7047-fd1e-9ebedd16d7f4,bats,ko,(bat의 복수형) 박쥐들,박쥐들.
0199dd59-1bf7-7089-ca56-539b11825938,01992796-e6cd-7082-f12d-11ced5bd35d1,shiny,ko,빛나는,빛나는.
0199dd59-1cd8-70a9-3a2a-253ab4d612da,0199279a-7cac-7061-01e3-6b6fea47a66b,baptized,ko,세례받은,세례받은.
0199dd59-1d71-70bb-2caa-d11702c3c9a7,0199279a-db0e-7086-eb05-57a53313c6a4,defeated,ko,패배한 / 이기다,패배한. 이기다.
0199dd59-1e40-70f4-d75a-3b1cdaed149f,0199279b-8d26-70b1-6afe-bbad2ee2e1bd,musician,ko,음악가,음악가.
0199dd59-1f05-70b2-175c-88944cc3e943,01992796-342b-7006-4135-47c3fca13218,sour,ko,신맛의 / 기분 나쁜,신맛의. 기분 나쁜.
0199dd59-1fbc-702f-252f-79d3b306060c,0199279b-0c0f-70c7-05c4-c5907eca75ef,feasible,ko,실행 가능한,실행 가능한.
0199dd59-2069-7066-4219-b6453848c3f6,01992798-80d3-70ea-bfff-bcaf3a16be76,apricot,ko,살구,살구.
0199dd59-2126-7085-3c9d-5efdd844ca25,0199279b-1dd8-70c1-70ed-54dc530934ea,freezing,ko,몹시 추운 / 얼어붙는,몹시 추운. 얼어붙는.
0199dd59-21d6-7037-fb45-6735d4862114,01992798-a86d-7072-af13-536500d21c14,builder,ko,건축업자,건축업자.
0199dd59-22c5-70fe-c9f1-5af2aa7c6fb8,0199279f-c519-7060-2dc4-4c3217df13c3,outrageous,ko,터무니없는 / 충격적인,터무니없는. 충격적인.
0199dd59-2385-700e-3d05-62dc262c6989,0199279a-74da-70e2-0c96-ca329d7b9060,athletic,ko,운동의 / 운동선수 같은,운동의. 운동선수 같은.
0199dd59-2429-70d6-6faa-06209070802f,019927a3-bf63-709c-e9bb-ee747a08bc93,justification,ko,정당화 / 변명,정당화. 변명.
0199dd59-2502-7001-539b-0f7c3fc82b81,01992799-6639-706a-c7a4-df70938f11ac,magical,ko,마법 같은 / 황홀한,마법 같은. 황홀한.
0199dd59-25ad-7065-b55d-b366e855f1b7,019927a0-5f42-7034-8b1b-e5292128678c,travelling,ko,(미: traveling) 여행(중인),여행.
0199dd59-2688-70bf-ec5d-0e32ce72d2c1,0199279d-3016-70f0-3e64-39f51baa020e,excitedly,ko,신나게 / 흥분해서,신나게. 흥분해서.
0199dd59-2767-70aa-ac5f-d612d9089df8,01992796-6108-70a5-e898-4489e5dc9e82,cheat,ko,속이다 / 부정행위하다,속이다. 부정행위하다.
0199dd59-283e-7035-0476-40df9d7570d2,0199279b-6043-70ce-ee3b-5f2cbf37d891,kneeling,ko,무릎 꿇고 있는,무릎 꿇고 있는.
0199dd59-28e9-7045-20d4-c66193bcf594,01992798-e9b1-70ab-cf0d-d1f03f6a546a,digital,ko,디지털의,디지털의.
0199dd59-2999-70c1-f37d-9985ce79f45b,0199279d-1513-709e-1cb4-31daafde49d5,doubtless,ko,의심할 여지 없이 / 틀림없이,의심할 여지 없이. 틀림없이.
0199dd59-2a6d-70a4-1a9a-b2ad4b705145,01992796-5577-7086-3b94-3345bfef6e57,bleak,ko,황량한 / 암울한,황량한. 암울한.
0199dd59-2b3a-7045-d147-eed357391ad7,0199279a-36fe-70de-ef13-90994ebcc193,vampire,ko,뱀파이어 / 흡혈귀,뱀파이어. 흡혈귀.
0199dd59-2be0-7085-11c8-b530d4925e23,01992796-30a9-7067-dc18-e5324be38e1c,silk,ko,비단 / 실크,비단. 실크.
0199dd59-2c74-70bd-771a-1f4d25d1a8d7,01992798-5a84-70fb-84a1-9a20d1b51a60,verbal,ko,언어의 / 구두의,언어의. 구두의.
0199dd59-2d76-706c-73fc-96f81584551e,01992797-f400-702d-6574-140af6b194d0,picker,ko,고르는 사람 / 수확자,고르는 사람. 수확자.
0199dd59-2e41-70fa-95fe-3922ff95ede4,0199279e-206e-708c-067a-522de9086d08,satellite,ko,위성 / 인공위성,위성. 인공위성.
0199dd59-2f26-7018-4923-d7c96bb95fb1,019927a1-05a9-7013-a4fb-fbf7e3880273,exaggerated,ko,과장된,과장된.
0199dd59-300f-7024-73d3-c974e93241af,01992796-dc0b-70ea-85dc-bd1c565dceee,riyal,ko,리얄(사우디아라비아 등에서 사용하는 통화 단위),리얄.
0199dd59-30fb-70b9-2fbf-30b1e8769587,01992799-b122-7054-6d26-79ed343e9c51,propane,ko,프로판가스,프로판가스.
0199dd59-319c-70f1-715f-8b9b662eb501,01992780-47fd-7002-c2c6-97a46e39d681,dice,ko,주사위 / 깍둑썰기 하다,주사위. 깍둑썰기 하다.
0199dd59-327e-70d4-72c1-6cd9fb5cdb35,0199279c-6fa6-705d-144e-4a8ad38210cb,waterway,ko,수로 / 운하,수로. 운하.
0199dd59-3358-7068-2379-f14ca763f8ae,0199279c-24d2-7085-6c8d-7fd2a1af8694,starving,ko,굶주린 / 배고픈,굶주린. 배고픈.
0199dd59-3457-70e3-a799-0a66e135655c,019927a0-7fc0-70aa-125c-98e4aebb9ad5,vigorously,ko,활발하게 / 격렬하게,활발하게. 격렬하게.
0199dd59-3537-706d-0cf4-a1498ad69462,01992798-4546-7044-df92-3b749383d5a3,timely,ko,시기적절한,시기적절한.
0199dd59-364f-70a5-425b-00f1b5b87831,01992796-5646-70f8-88c2-30aac2cdbc44,blues,ko,블루스(음악 장르) / 우울함,블루스. 우울함.
0199dd59-3733-708a-49d1-3ab1c6cdae01,01992798-6ae5-7072-76f7-745c732d8514,yogurt,ko,요거트,요거트.
0199dd59-3816-7014-7920-36afc8dbf020,01992799-1f73-70cf-1f30-9452e16d813c,furnace,ko,용광로 / 난로,용광로. 난로.
0199dd59-38e8-7066-7d40-c92f9146ae92,01992799-88ca-70fa-f5dd-72a4e0729aae,obscure,ko,모호한 / 가리다,모호한. 가리다.
0199dd59-39de-7087-4adc-709cbdde1dfb,01992797-7a1f-70a0-a143-6e5e8ca0809f,evolve,ko,진화하다 / 발전하다,진화하다. 발전하다.
0199dd59-3aab-7060-c4b3-33e9f50d62c5,0199279e-8e56-7061-599a-f70533f327ea,wrestling,ko,레슬링,레슬링.
0199dd59-3ba8-7057-0929-b304f9d33696,0199279a-194a-7071-75f9-7f8e49c5fca0,therapy,ko,치료,치료.
0199dd59-3c81-7006-ee93-14af2ed8b1eb,0199279e-7d8f-70c7-8b65-56828619ee5a,valuation,ko,평가 / 가치 산정,평가. 가치 산정.
0199dd59-3d86-7068-a70a-3f1cd2c5629d,0199279c-5d79-70e6-eff7-073f280bbf99,unlocked,ko,잠금 해제된,잠금 해제된.
0199dd59-3e67-7077-76e8-270ecfe1f939,01992798-e67b-70c7-aafc-f1c1f2777c0a,descent,ko,하강 / 혈통,하강. 혈통.
0199dd59-3f8f-70f6-8ee6-d26a9dd347ec,01992798-379b-70a6-8ed5-80ff7e7ae50f,suffix,ko,접미사,접미사.
0199dd59-409c-70b1-27af-f8c908cce410,01992797-9ced-70a0-6415-3ceff6032dd8,hawker,ko,노점상인,노점상인.
0199dd59-4188-708d-e0bb-09fac8fa8ac3,01992796-433d-7005-ad54-9f20c472f160,yoga,ko,요가,요가.
0199dd59-42b6-70b4-7b4c-094c630904fa,0199279d-9ff5-70c3-215d-6d0df8b295d2,mannequin,ko,마네킹,마네킹.
0199dd59-439e-70db-293c-b1c0af2cce83,01992798-3d77-705e-6c01-c4d0c66fd8eb,tannin,ko,탄닌(떫은맛 성분),탄닌.
0199dd59-44a6-70c9-1a2a-8519f0652ba7,01992799-d3fb-7034-5f3f-21e721f04fbd,rotting,ko,썩는 / 부패하는,썩는. 부패하는.
0199dd59-4595-700f-07f5-b7b359a63412,019927a4-466d-703e-653e-086f14152fab,correspondence,ko,편지 왕래 / 일치,편지 왕래. 일치.
0199dd59-468b-70da-9e8c-e1c12471ca9f,0199279f-6925-7020-234e-1fb11a6fdcff,inaccurate,ko,부정확한,부정확한.
0199dd59-4793-706f-4f3d-47a979658c8d,0199279f-20a3-70d0-223b-c115267e049a,ecumenical,ko,세계 교회적인 / 보편적인,세계 교회적인. 보편적인.
0199dd59-48b2-70ef-9c3d-612cb91a5a72,0199bf5b-43da-70f9-a85d-da2a47e29955,a.m.,ko,오전 (ante meridiem),오전.
0199dd59-4992-70b8-9eed-c9245b5bb784,0199279a-3b99-703e-c316-2476dffc4e94,vinegar,ko,식초,식초.
0199dd59-4a9e-7080-fa63-04e87fc3545a,01992797-c09b-70f7-1273-0ada262f78cd,liking,ko,호감 / 기호,호감. 기호.
0199dd59-4b8c-70ef-f911-6be32f42bcea,01992796-48ed-70c8-917f-ca74e623fe8c,aloft,ko,공중에 / 위로,공중에. 위로.
0199dd59-4caa-700d-ffd5-2e66761d2f93,0199279d-ef81-70c3-6acb-ba3e0c816268,preaching,ko,설교 / 전도하다,설교. 전도하다.
0199dd59-4dd2-7096-0f8a-82f02a008495,01992798-4cc1-70fc-1575-0ad2fe808826,truman,ko,(고유인명) 트루먼(미국 대통령 Harry S. Truman 등),트루먼.
0199dd59-4ee5-70f2-c814-0e07fddc5410,01992799-c6e4-70c0-c081-47df890faf40,renewal,ko,갱신 / 재개,갱신. 재개.
0199dd59-4ffe-7083-d7a9-cc009d128254,0199279c-1ed1-7032-be22-71cdb2114217,spinning,ko,회전 / 방적,회전. 방적.
0199dd59-510f-7069-37dc-a5a857bca60b,0199279a-2a5f-706f-37c8-43f7094b5ced,turmoil,ko,혼란 / 소란,혼란. 소란.
0199dd59-5217-706f-40f5-094f6f40f506,01992799-6a48-701c-7a10-e02f4df5e28c,marquee,ko,대형 천막 / 간판 텐트,대형 천막. 간판 텐트.
0199dd59-5360-701e-df04-753cd15e67e8,01992796-ece3-7050-7249-179bc3feab61,smack,ko,찰싹 때리다 / 입맞추다 / 맛,찰싹 때리다. 입맞추다. 맛.
0199dd59-5468-706e-97aa-90d05f6f0cf0,01992798-14ff-70cf-8117-f2736bbf7b29,saddle,ko,안장,안장.
0199dd59-5567-70cb-e92e-2a4af3e18d20,01992796-2dd7-70a1-1ba5-e99d59e67491,sane,ko,정신이 온전한 / 이성적인,정신이 온전한. 이성적인.
0199dd59-565c-7052-476b-430d7a3ab7e6,0199279b-e7aa-70bf-7b2e-75bd536a1940,remotely,ko,멀리서 / 원격으로,멀리서. 원격으로.
0199dd59-57dd-70d6-dbc8-5962df3777af,019938ec-5a5e-70e6-6c6c-d7f132252340,ooh,ko,오~! / 감탄의 소리,오!. 감탄의 소리.
0199dd59-5921-7062-6f04-c9e00888923f,019936a1-59fc-706d-32b0-de43b7c9cb9c,ie,ko,즉 / 다시 말해 (라틴어 id est의 줄임),즉. 다시 말해.
0199dd59-5a29-70d6-a9c9-f4672a9e9618,01992799-1f5e-70bd-b963-c7b8442d17eb,furious,ko,격노한 / 맹렬한,격노한. 맹렬한.
0199dd59-5b38-70ca-67a4-fe0b3c0e90a7,019927a2-0823-707a-8d55-020e3e0e8b8c,stabilizing,ko,안정시키는 / 안정화하는,안정시키는. 안정화하는.
0199dd59-5bfd-7024-08bc-96bae032592a,0199279a-eecd-70d6-e2e8-e3b7ec778e64,drafting,ko,기안 / 설계 / 초안 작성,기안. 설계. 초안 작성.
0199dd59-5d1a-7063-8880-eb15a80938fd,0199279d-0224-7051-ca00-a32f017c668c,depletion,ko,고갈 / 감소,고갈. 감소.
0199dd59-5e41-70d7-b1f2-a566112173dd,01992796-2565-705e-7326-65897fdfdeb9,pose,ko,자세를 취하다 / 제기하다,자세를 취하다. 제기하다.
0199dd59-5f8d-70e1-b2da-2b4af1d96880,01992798-5422-70f1-a155-c6df088ca79d,unrest,ko,불안 / 소요,불안. 소요.
0199dd59-607d-7094-cd47-fa0d547f7fff,0199279a-ebe1-7000-1462-af4858e46a68,dominion,ko,지배권 / 영토,지배권. 영토.
0199dd59-6171-70b1-27af-f6c2e73f88ec,01992799-466f-70b3-92c2-141e5c72266a,induced,ko,유발된 / 유도된,유발된. 유도된.
0199dd59-6277-70f6-bdd0-d7c75e7f657a,0199279e-3c45-7045-2c0f-c7b535e9eff3,spectacle,ko,광경 / 구경거리,광경. 구경거리.
0199dd59-6387-7042-7fb5-0d23863781e0,0199279e-ca15-70a0-a558-caeb395e2bbc,brightness,ko,밝기 / 명도,밝기. 명도.
0199dd59-6480-705e-d409-b366e340952a,0199279c-e028-7034-3e99-458df31aa900,competent,ko,유능한 / 능력 있는,유능한. 능력 있는.
0199dd59-659a-7078-5338-20f671534e8d,0199279a-5213-70a0-bdcf-d5bb299c940e,abnormal,ko,비정상적인,비정상적인.
0199dd59-6700-7008-3c15-b64f681c5555,0199279b-b0c9-701c-503a-35581c8547d2,passport,ko,여권,여권.
0199dd59-682b-7024-8e5c-239ca255c5d9,0199279b-38e1-70c7-0be2-4cd74dfc0833,hardened,ko,굳어진 / 단단해진,굳어진. 단단해진.
0199dd59-69c0-7045-a771-41f2f8042dd6,0199279f-ec4d-704e-6b2b-997da4c0d5ea,prevention,ko,예방 / 방지,예방. 방지.
0199dd59-6b12-70f4-8bda-a4a54c8ee5cc,01992799-489e-70c6-4e31-0cac360d9eee,insider,ko,내부자 / 정보통,내부자. 정보통.
0199dd59-6c28-7078-ee40-737f253cbbf7,0199279b-6093-70d3-c667-b141343fa26a,knocking,ko,두드림 / 노킹 소리,두드림. 노킹 소리.
0199dd59-6d71-709a-3d63-3af725d4b510,01992798-76c4-7083-5b3f-2c211f38bd08,alarmed,ko,놀란 / 겁먹은,놀란. 겁먹은.
0199dd59-6e90-70f8-7e8f-53f0b9cfe0f1,01992796-a12b-7001-848e-3c84e0d3810a,inter,ko,매장하다 / 묻다,매장하다. 묻다.
0199dd59-6fc4-70ec-20dc-ee12909950c6,01992796-3042-7038-21fe-93e7ca40df9c,shoo,ko,(감탄사) 쉬-! (쫓을 때) / 쫓아내다,쉬!. 쫓아내다.
0199dd59-70c9-7033-18e0-19dd078ba390,01992798-3331-7021-4a0d-64cfdfee0c6f,stinky,ko,악취 나는,악취 나는.
0199dd59-71fb-7008-7946-f4f3e18f2718,0199279f-61bc-7063-ea6a-546602d83378,hypothesis,ko,가설,가설.
0199dd59-734e-70eb-4598-2a0bbb856a84,01992798-7c9e-70c7-ed4c-b6ab360fa613,angrily,ko,화나서 / 격분하여,화나서. 격분하여.
0199dd59-743c-7060-e55a-155a848613cc,019927a0-649e-7037-51f1-c2fa9b1bb434,turnaround,ko,전환 / 호전,전환. 호전.
0199dd59-7571-70d3-c45a-7849053f2e28,019927a0-4e86-70c4-2056-4e87b6fccb03,systematic,ko,체계적인,체계적인.
0199dd59-7697-7085-ca63-92b1bea60422,0199279a-9433-7003-1354-6e287e00859a,breeding,ko,사육 / 번식,사육. 번식.
0199dd59-77b1-708f-2408-bb91a584a5af,01992799-33dd-703c-5a0d-34ddb8ffd62f,harmony,ko,조화 / 화음,조화. 화음.
0199dd59-78d7-702a-028c-b4e456041148,0199279b-ef6a-70d8-0cb6-6aef6e59743b,reversal,ko,반전 / 역전,반전. 역전.
0199dd59-79ed-7000-d527-44e29e6e4e3e,01992798-24ef-70f4-311c-f781a09d3225,sleeve,ko,소매,소매.
0199dd59-7aec-7048-d85f-548ab4e86b62,01992798-e5c6-70d0-42da-7bdbd59a81ba,depress,ko,우울하게 하다 / 낮추다,우울하게 하다. 낮추다.
0199dd59-7bec-703a-0fa0-f4e3943a6960,0199279b-82e3-70c5-b22d-c968ae2dd8b1,mischief,ko,장난 / 악의,장난. 악의.
0199dd59-7d72-70b5-7e56-3710ab29ca79,019927a1-6f7a-70d4-6da5-f3d13ec2110e,neighboring,ko,이웃한 / 근처의,이웃한. 근처의.
0199dd59-7ea6-701f-6ab3-433748c502bb,01992799-1231-70be-da09-9efe1c9286e8,fighter,ko,전투기 / 싸움꾼,전투기. 싸움꾼.
0199dd59-7fc4-703f-ca37-b6e7644015a7,01992797-0658-704e-1b9b-b8c6b94c52b7,twang,ko,현의 울림소리 / 콧소리,현의 울림소리. 콧소리.
0199dd59-810d-70b9-ee7e-ade6769db09b,0199279f-96bf-701d-276e-b22fd59e9511,melancholy,ko,우울 / 슬픈,우울. 슬픈.
0199dd59-822c-7049-cb1e-37b6ea7074f3,0199279c-afb5-7036-6559-90c62f996f63,biography,ko,전기,전기.
0199dd59-833e-70f5-b8bb-7f4bfa001362,0199279d-341b-7018-ffb6-92b5d713dc15,explosive,ko,폭발적인 / 폭약,폭발적인. 폭약.
0199dd59-8443-7036-0d9e-f0d76162c8c3,01992798-0e0c-70e3-46b6-bd8f93344ad9,revive,ko,소생시키다 / 부활시키다,소생시키다. 부활시키다.
0199dd59-8562-7049-ad85-965c0c2bb0ef,01992797-0e62-7066-4b48-85c4450e7624,vodka,ko,보드카,보드카.
0199dd59-8680-702a-688b-7fdccc6cb750,0199279c-61e9-707a-aced-9d4daa6c205a,upcoming,ko,다가오는 / 곧 있을,다가오는. 곧 있을.
0199dd59-87b0-7064-8d95-4390077637b1,01992796-e026-7067-04df-51f9e9a57b7b,sands,ko,모래들,모래들.
0199dd59-8862-70ef-0341-3f76937db824,019936a2-7dd5-70c7-9baf-9d05433e6f72,hr,ko,인사(Human Resources),인사.
0199dd59-895a-7035-b9ff-cd08c0a7031d,0199279a-17e3-709e-6c41-05559c0e710a,tequila,ko,데킬라(멕시코 술),데킬라.
0199dd59-8aa2-7029-73c1-70eb46a04ea6,0199279a-f042-70ad-bdac-27bd3cf824cb,dripping,ko,뚝뚝 떨어지는 / 기름기,뚝뚝 떨어지는. 기름기.
0199dd59-8b91-708d-8f24-06b57838b1cc,01992796-d429-70d9-e1db-a5aa62ed7ca6,rabbi,ko,유대교 랍비,유대교 랍비.
0199dd59-8cac-70c7-8f76-a2ca0cdf397e,019927a3-9a4a-707e-ea17-b44024f560ff,encouragement,ko,격려 / 장려,격려. 장려.
0199dd59-8db3-700c-95c5-1b37c431a8b5,0199279d-22b8-70de-b5ee-8ae7e4c21e4e,enchanter,ko,마법사 / 매혹적인 사람,마법사. 매혹적인 사람.
0199dd59-8e68-700a-c8cb-9fbcd0dee3d5,0199277f-caab-7085-c343-0349662070ce,bark,ko,짖다 / 나무껍질,짖다. 나무껍질.
0199dd59-8fa6-707a-eb29-0dc6b94c52b4,01992780-1d3f-707e-e70a-7e573b21f464,cone,ko,원뿔 / 콘(모양),원뿔. 콘.
0199dd59-90ac-7089-8d25-13ee7067b551,0199279d-bfbc-70ab-efaa-87a49f3015d7,nominated,ko,지명된 / 후보로 오른,지명된. 후보로 오른.
0199dd5c-27cf-7070-98a9-86a1950458ac,01992796-edd9-7063-1c65-a40739067536,sneak,ko,살금살금 움직이다 / 몰래 하다 / 비열한 사람,살금살금 움직이다. 몰래 하다. 비열한 사람.
0199dd5c-2889-70e1-77b1-11441ecea9e7,01992780-29a1-7085-14d5-ee290290cc4a,crib,ko,아기 침대 / 표절(작품) / 베끼다 / 커닝하다,아기 침대. 표절. 베끼다. 커닝하다.
0199dd5c-2930-7073-e212-b34b5df0982c,0199279f-6dd8-706e-e326-16fcab64f28f,infectious,ko,전염성 있는 / (감정이) 옮는,전염성 있는. 옮는.
0199dd5c-29cc-7072-e41d-e421f8776aae,01992796-b0e8-70bf-64ba-7416142374dc,loins,ko,(복수형) 허리 / 허리 부근 / (비유) 자손의 근원,허리. 허리 부근. 자손의 근원.
0199dd5c-2ab7-7095-2e27-39a89f23d4b9,0199277f-de23-70f2-0b63-ccd6c96ab960,bloc,ko,(정치·경제적) 연합 / 블록,연합. 블록.
0199dd5c-2bb2-7052-f5d2-3dbcf69b26ed,0199279e-f4cb-7063-02df-561154713acf,coordinate,ko,조정하다 / 조화시키다 / 좌표,조정하다. 조화시키다. 좌표.
0199dd5c-2c77-7023-3eca-3ac631a39e2d,0199279e-3ad9-708c-4cd7-5318813dadab,southeast,ko,남동쪽(의),남동쪽.
0199dd5c-2d15-70fc-371f-f6725863e964,0199279c-ce7d-700d-c5b5-3a0464ea643a,chartered,ko,공인된 / 전세 낸,공인된. 전세 낸.
0199dd5c-2e05-7006-7a4f-20b528a8d11f,01992796-b6fb-7058-465a-ef9c3f674833,mayor,ko,시장(市長),시장.
0199dd5c-2efb-70b4-711b-33afd108b87e,0199279f-eb04-705d-4f76-628679ce9a98,prescribed,ko,규정된 / 처방된,규정된. 처방된.
0199dd5c-2fdc-708a-fe58-c1be740ad610,019927a0-ffd2-708a-6c80-3aa487b700dc,entertained,ko,(entertain의 과거·과거분사형) 즐겁게 하다 / 접대하다,즐겁게 하다. 접대하다.
0199dd5c-30c4-7060-ea76-8f6961aa2eea,0199279c-1d29-7069-de1b-f0601030c031,specimen,ko,표본 / 견본,표본. 견본.
0199dd5c-31af-7096-1ed2-c15150a03115,0199277f-fc1d-7096-f711-70fda02cfe70,cafe,ko,카페 / 커피숍,카페. 커피숍.
0199dd5c-327a-7035-b4e7-6548383f9322,01992798-722e-70ca-ad06-14567131a6aa,adapted,ko,적응된 / 각색된,적응된. 각색된.
0199dd5c-33a0-7052-dd5d-3b0e97c92972,01992799-509d-702c-306c-8b73a0c806c8,judging,ko,판단하기 / 심사하기,판단하기. 심사하기.
0199dd5c-3459-708e-4aca-1405df4cde72,0199279d-6e96-7085-8a26-202c7ef23f68,imaginary,ko,상상의 / 가공의,상상의. 가공의.
0199dd5c-356f-70aa-7651-3105858b2a32,0199277f-2a7c-7015-236f-c1791d235b5c,des,ko,(약어/고유) 'of the'의 불어 형태(예: Île des Pins) / 인명 Desmond의 줄임말,'of the'의 불어 형태. 인명 Desmond의 줄임말.
0199dd5c-369f-7062-35e3-d16eb22fd5a0,01992796-351b-7009-0d26-998ae8eadb8b,stir,ko,젓다 / 자극하다 / 일으키다 / 소동 / 감동,젓다. 자극하다. 일으키다. 소동. 감동.
0199dd5c-37c0-7031-f73e-51dd604a50b2,019927a2-bf40-705c-a62b-e4f623cf9fb0,incompatible,ko,양립할 수 없는 / 맞지 않는,양립할 수 없는. 맞지 않는.
